#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2340          89           8          26           1           8           1           1          49           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2360          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2380          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2400          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2420          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2440          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2460          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2480          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2500          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2520          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2540          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2560          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2580          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2600          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2620          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2640          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2660          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2680          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2700          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2720          89           8          26           1           8           1           1          49           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2740          89           8          26           1           8           1           1          49           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2760          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2780          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2800          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2820          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2840          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2860          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3         CO3        C2H4
       2880          90           8          27           1           7           1           1          50           1           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       2900          89           8          26           1           7           1           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       2920          89           8          26           1           7           1           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       2940          88           7          25           2           7           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       2960          88           7          25           2           7           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       2980          88           7          25           2           7           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       3000          88           7          25           2           7           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       3020          88           7          25           2           7           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       3040          87           7          24           2           8           1           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       3060          87           7          24           2           8           1           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       3080          87           7          24           2           8           1           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       3100          87           7          24           2           8           1           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       3120          87           7          24           2           8           1           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       3140          87           7          24           2           8           1           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       3160          87           7          24           2           8           1           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       3180          87           7          24           2           8           1           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       3200          87           7          24           2           8           1           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       3220          87           7          24           2           8           1           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       3240          87           7          24           2           8           1           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2      C3H4O3        C2H4
       3260          87           7          24           2           8           1           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li   C3H4O3Li2      C3H4O3        C2H4
       3280          88           6          26           2           8           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li   C3H4O3Li2      C3H4O3        C2H4
       3300          87           6          25           2           9           1          48           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li   C3H4O3Li2      C3H4O3        C2H4
