#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2240          93           9          28           1           1           5           1           2          51           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2260          93           9          28           1           1           5           1           2          51           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2280          93           9          28           1           1           5           1           2          51           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2300          93           9          28           1           1           5           1           2          51           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2320          93           9          28           1           1           5           1           2          51           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2340          93           9          28           1           1           5           1           2          51           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2360          93           9          28           1           1           5           1           2          51           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2380          93           9          28           1           1           5           1           2          51           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2400          93           9          28           1           1           5           1           2          51           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2420          93           9          28           1           1           5           1           2          51           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2440          92          10          27           1           1           4           1           1           2          51           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2460          92          10          27           1           1           4           1           1           2          51           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2480          92          10          27           1           1           4           1           1           2          51           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2500          92          10          27           1           1           4           1           1           2          51           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2520          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2540          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2560          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2580          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2600          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2620          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2640          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2660          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2680          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2700          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2720          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2740          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2760          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2780          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2800          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2820          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2840          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2860          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2880          91          10          26           1           5           1           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li        OLi2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2900          92          10          26           1           5           1           1           1           2          50           2           3
#  Timestep    No_Moles    No_Specs          Li        OLi2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       2920          91          10          25           1           6           1           1           1           2          49           2           3
#  Timestep    No_Moles    No_Specs          Li        OLi2    C3H4O3Li     C2H4OLi         Li2   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
